id,code,name,group_id:id,reconcile,user_type_id:id,chart_template_id:id,tag_ids:id
co_niif_fin_113095,113095,Otras Remesas En TrÃ¡nsito,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_113205,113205,Fondos En Transito,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_113295,113295,Otros Fondos En Transito,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_113505,113505,Fondos Especiales,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_113595,113595,Fondos Especiales,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_114005,114005,Efectivo Restringido,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_114095,114095,Otro Efectivo Restringido,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_115005,115005,Operaciones Monetarias,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_115010,115010,Inversiones,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_115015,115015,ParticipaciÃ_n En Fondos A La Vista,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_115095,115095,Otros,l10n_co_accounting_group_1_1_efe_equ,1,account.data_account_type_liquidity,l10n_co_chart_template_niif_financiero,
co_niif_fin_120505,120505,CompaÃ±Ã_as De Seguros Generales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_120510,120510,CompaÃ±Ã_as De Seguros De Vida,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_120515,120515,Sociedades De Reaseguros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_120520,120520,Sociedades De CapitalizaciÃ_n,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_120595,120595,Otros Fondos Interasociados Activos,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121005,121005,Bancos,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121010,121010,Corporaciones Financieras,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121015,121015,CompaÃ±Ã_as De Financiamiento ,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121020,121020,Banco De La RepÃºblica,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121025,121025,TesorerÃ_a General De La NaciÃ_n,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121030,121030,Entidades Del Sector PÃºblico,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121035,121035,Residentes Del Exterior,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121095,121095,Otras Entidades Financieras,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121505,121505,Compromisos De Transferencia En Operaciones De Repo Abierto,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121510,121510,Compromisos De Transferencia En Operaciones De Repo Cerrado,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121515,121515,Cupones Por Recibir De Valores En Operaciones Repo,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121520,121520,Cuentas Por Cobrar Por Incumplimiento O TerminaciÃ_n Anticipada En Operaciones Repo ,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121525,121525,Llamado Al Margen Entregado En Dinero En Operaciones Repo,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_121595,121595,Otras Operaciones De Reporto O Repo,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122005,122005,Compromisos De Transferencia De Inversiones En Operaciones SimultÃ¡neas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122010,122010,Cupones Por Recibir De Valores En Operaciones SimultÃ¡neas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122015,122015,Cuentas Por Cobrar Por Incumplimiento O TerminaciÃ_n Anticipada En Operaciones SimultÃ¡neas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122020,122020,Llamado Al Margen Entregado En Dinero En Operaciones SimultÃ¡neas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122095,122095,Otras Operaciones SimultÃ¡neas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122505,122505,Compromisos Originados En Operaciones De Transferencia Temporal De Valores,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122510,122510,Rendimientos Por Cobrar De Compromisos En Operaciones De Transferencia Temporal De Valores,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122515,122515,Cupones Por Recibir De Valores En Operaciones De Transferencia Temporal De Valores,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122520,122520,Cuentas Por Cobrar Por Incumplimiento O TerminaciÃ_n Anticipada En Operaciones De Transferencia Temporal De Valores,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122525,122525,Llamado Al Margen En Operaciones De Transferencia Temporal De Valores,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_122595,122595,Otras Operaciones De Transferencia Temporal De Valores,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_128505,128505,Derechos De Recompra De Cartera Negociada,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_128595,128595,Otros Derechos De Recompra De Cartera Negociada,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130105,130105,TÃ_tulos De TesorerÃ_a â€“Tes,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130110,130110,Otros TÃ_tulos Emitidos Por El Gobierno Nacional,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130115,130115,Otros Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130120,130120,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130195,130195,Otros Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos Representativos De Deuda,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130205,130205,Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130210,130210,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130295,130295,Otras Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos De Patrimonio,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130305,130305,Titulos De TesorerÃ_a - Tes,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130310,130310,Otros TÃ_tulos Emitidos Por El Gobierno Nacional,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130315,130315,Otros Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130320,130320,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130395,130395,Otros Inversiones A Costo Amortizado,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130405,130405,Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130410,130410,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130495,130495,Otros Instrumentos De Patrimonio A Valor Razonable Con Cambios En El Ori,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130505,130505,TÃ_tulos De TesorerÃ_a â€“Tes,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130510,130510,Otros TÃ_tulos Emitidos Por El Gobierno Nacional,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130515,130515,Otros Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130520,130520,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130595,130595,Otras Inversiones A Valor Razonable Con Cambios En Resultados Entregados En Operaciones De Mercado Monetario - Instrumentos Representativos De Deuda (Derechos De Transferencia),l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130605,130605,Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130610,130610,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130695,130695,Otras Inversiones A Valor Razonable Con Cambios En Resultados Entregados En Operaciones De Mercado Monetario - Instrumentos De Patrimonio (Derechos De Transferencia),l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130705,130705,TÃ_tulos De TesorerÃ_a â€“Tes,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130710,130710,Otros TÃ_tulos Emitidos Por El Gobierno Nacional,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130715,130715,Otros Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130720,130720,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130795,130795,Otros Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130805,130805,Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130810,130810,Otros Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130895,130895,Otras Inversiones A Valor Razonable Con Cambios En El Ori Entregados En Operaciones De Mercado Monetario - Instrumentos De Patrimonio,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130905,130905,TÃ_tulos De TesorerÃ_a â€“Tes,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130910,130910,Otros TÃ_tulos Emitidos Por El Gobierno Nacional,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130915,130915,Otros Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130920,130920,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_130995,130995,Otras Inversiones A Valor Razonable Con Cambios En Resultados Entregadas En GarantÃ_a De Operaciones Con Instrumentos Derivados - Instrumentos Representativos De Deuda ,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131005,131005,Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131010,131010,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131095,131095,Otras Inversiones A Valor Razonable Con Cambios En Resultados Entregados En GarantÃ_a De Operaciones Con Instrumentos Derivados - Instrumentos De Patrimonio ,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131105,131105,TÃ_tulos De TesorerÃ_a â€“Tes,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131110,131110,Otros TÃ_tulos Emitidos Por El Gobierno Nacional,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131115,131115,Otros Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131120,131120,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131195,131195,Otras Inversiones A Costo Amortizado Con Cambios En Resultados Entregados En GarantÃ_a De Operaciones Con Instrumentos Derivados - Instrumentos Representativos De Deuda ,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131205,131205,Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131210,131210,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131295,131295,Otras Inversiones A Valor Razonable Con Cambios En El Ori Entregados En GarantÃ_a De Operaciones Con Instrumentos Derivados - Instrumentos De Patrimonio,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131305,131305,Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131310,131310,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131395,131395,Otras Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos De Patrimonio - Por Excedentes De Ã“rdenes De Compra,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131405,131405,TÃ_tulos De TesorerÃ_a â€“Tes,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131410,131410,Otros TÃ_tulos Emitidos Por El Gobierno Nacional,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131415,131415,Otros Emisores Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131420,131420,Emisores Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131495,131495,Otras Inversiones A Valor Razonable Con Cambios En Resultados - Instrumentos Representativos De Deuda - Por Excedentes De Ã“rdenes De Compra,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131505,131505,Subsidiarias Y Filiales Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131510,131510,Subsidiarias Y Filiales Extranjeras,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131515,131515,Inversiones Obligatorias  En Instrumentos De Patrimonio,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131595,131595,Otras Inversiones En Subsidiarias Y Filiales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131605,131605,Asociadas Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131610,131610,Asociadas Extranjeras,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131615,131615,Negocios Conjuntos Nacionales,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131620,131620,Negocios Conjuntos Extranjeros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131695,131695,Otras Inversiones En Asociadas Y Participaciones En Negocios Conjuntos,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131805,131805,Inversiones Patrimoniales En Entidades En LiquidaciÃ_n,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131895,131895,Otras Inversiones Patrimoniales En Entidades En LiquidaciÃ_n,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131905,131905,Inversiones En TÃ_tulos Sobre Productos Y En Productos Agropecuarios Y AgroindustrialesÂ  - Mercado Secundario ,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_131995,131995,Otras Inversiones En TÃ_tulos Sobre Productos Y En Productos Agropecuarios Y AgroindustrialesÂ  - Mercado Secundario ,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_132005,132005,Inversiones En Operaciones Conjuntas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_132095,132095,Otras Inversiones En Operaciones Conjuntas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135005,135005,Derechos En Compromisos De Compra,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135010,135010,Derechos En Compromisos De Venta,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135015,135015,Obligaciones En Compromisos De Compra,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135020,135020,Obligaciones En Compromisos De Venta,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135095,135095,Otras Operaciones Carrusel,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135105,135105,Derechos De Compra Sobre Divisas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135110,135110,Derechos De Venta Sobre Divisas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135115,135115,Derechos De Compra Sobre TÃ_tulos,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135120,135120,Derechos De Venta Sobre TÃ_tulos,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135125,135125,Derechos â€“ Otros,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135130,135130,Obligaciones De Compra Sobre Divisas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135135,135135,Obligaciones De Venta Sobre Divisas,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135140,135140,Obligaciones De Compra Sobre TÃ_tulos,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
co_niif_fin_135145,135145,Obligaciones De Venta Sobre TÃ_tulos,l10n_co_accounting_group_1_2_inv_cor,0,account.data_account_type_current_assets,l10n_co_chart_template_niif_financiero,
